[I 2023-08-18 18:14:09,254] A new study created in memory with name: no-name-2489bd57-19f2-4673-9625-21bfe9f9b5c4
[I 2023-08-18 18:14:37,254] Trial 0 finished with value: 0.8755909627091839 and parameters: {'learning_rate': 0.7044159541456859, 'n_estimators': 1200, 'max_depth': 6, 'max_bin': 152, 'num_leaves': 106, 'reg_lambda': 9.858818356958701e-08, 'reg_alpha': 1}. Best is trial 0 with value: 0.8755909627091839.
[I 2023-08-18 18:15:03,110] Trial 1 finished with value: 0.8648390817998017 and parameters: {'learning_rate': 0.14142087491934943, 'n_estimators': 1200, 'max_depth': 4, 'max_bin': 75, 'num_leaves': 60, 'reg_lambda': 0.0017947852786390672, 'reg_alpha': 2}. Best is trial 0 with value: 0.8755909627091839.
[I 2023-08-18 18:15:21,207] Trial 2 finished with value: 0.8709565156670361 and parameters: {'learning_rate': 0.2679447072215796, 'n_estimators': 750, 'max_depth': 6, 'max_bin': 58, 'num_leaves': 56, 'reg_lambda': 0.47323713027331654, 'reg_alpha': 1}. Best is trial 0 with value: 0.8755909627091839.
[I 2023-08-18 18:15:55,134] Trial 3 finished with value: 0.8820414062752606 and parameters: {'learning_rate': 0.6494747245910548, 'n_estimators': 1450, 'max_depth': 22, 'max_bin': 159, 'num_leaves': 84, 'reg_lambda': 0.2074781240481668, 'reg_alpha': 0}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:16:13,389] Trial 4 finished with value: 0.7156988496072396 and parameters: {'learning_rate': 0.9096667937122223, 'n_estimators': 850, 'max_depth': 11, 'max_bin': 82, 'num_leaves': 54, 'reg_lambda': 1.8227267845892526e-05, 'reg_alpha': 0}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:16:26,371] Trial 5 finished with value: 0.8656405558349402 and parameters: {'learning_rate': 0.27403833932358934, 'n_estimators': 500, 'max_depth': 8, 'max_bin': 45, 'num_leaves': 118, 'reg_lambda': 1.0129039196142438, 'reg_alpha': 1}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:16:54,931] Trial 6 finished with value: 0.8775310635005594 and parameters: {'learning_rate': 0.4679449435515926, 'n_estimators': 1450, 'max_depth': 15, 'max_bin': 101, 'num_leaves': 113, 'reg_lambda': 3.5633445235297315e-06, 'reg_alpha': 1}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:17:20,184] Trial 7 finished with value: 0.8768843952526367 and parameters: {'learning_rate': 0.32882964466759135, 'n_estimators': 1000, 'max_depth': 24, 'max_bin': 84, 'num_leaves': 58, 'reg_lambda': 2.0927787244614197e-10, 'reg_alpha': 2}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:17:42,625] Trial 8 finished with value: 0.8705282400607619 and parameters: {'learning_rate': 0.8463167277602033, 'n_estimators': 1200, 'max_depth': 18, 'max_bin': 148, 'num_leaves': 102, 'reg_lambda': 6.736000742236932e-10, 'reg_alpha': 1}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:18:04,391] Trial 9 finished with value: 0.5916285149547885 and parameters: {'learning_rate': 0.9654655455380965, 'n_estimators': 1050, 'max_depth': 18, 'max_bin': 70, 'num_leaves': 154, 'reg_lambda': 6.127790218792656e-10, 'reg_alpha': 0}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:18:36,707] Trial 10 finished with value: 0.8813142306650622 and parameters: {'learning_rate': 0.6410407658475153, 'n_estimators': 1450, 'max_depth': 24, 'max_bin': 120, 'num_leaves': 81, 'reg_lambda': 0.010800449033034681, 'reg_alpha': 0}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:19:08,582] Trial 11 finished with value: 0.8258668217202791 and parameters: {'learning_rate': 0.6303286085756289, 'n_estimators': 1500, 'max_depth': 24, 'max_bin': 116, 'num_leaves': 83, 'reg_lambda': 0.011424580647344827, 'reg_alpha': 0}. Best is trial 3 with value: 0.8820414062752606.
[I 2023-08-18 18:19:38,829] Trial 12 finished with value: 0.8833098276404818 and parameters: {'learning_rate': 0.6130737560346173, 'n_estimators': 1350, 'max_depth': 21, 'max_bin': 129, 'num_leaves': 83, 'reg_lambda': 0.011900267675334818, 'reg_alpha': 0}. Best is trial 12 with value: 0.8833098276404818.
[I 2023-08-18 18:20:08,710] Trial 13 finished with value: 0.8838584045053567 and parameters: {'learning_rate': 0.47793671731883414, 'n_estimators': 1350, 'max_depth': 20, 'max_bin': 136, 'num_leaves': 82, 'reg_lambda': 1.429850963837623, 'reg_alpha': 0}. Best is trial 13 with value: 0.8838584045053567.
[I 2023-08-18 18:20:37,021] Trial 14 finished with value: 0.8840036057964721 and parameters: {'learning_rate': 0.47721029472561727, 'n_estimators': 1300, 'max_depth': 19, 'max_bin': 127, 'num_leaves': 36, 'reg_lambda': 0.9782100036611201, 'reg_alpha': 0}. Best is trial 14 with value: 0.8840036057964721.
[I 2023-08-18 18:21:06,195] Trial 15 finished with value: 0.8847037967564864 and parameters: {'learning_rate': 0.43447290167061525, 'n_estimators': 1300, 'max_depth': 17, 'max_bin': 136, 'num_leaves': 37, 'reg_lambda': 0.8779309892728645, 'reg_alpha': 0}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:21:32,158] Trial 16 finished with value: 0.8770541488003865 and parameters: {'learning_rate': 0.05980192322497069, 'n_estimators': 1100, 'max_depth': 14, 'max_bin': 103, 'num_leaves': 32, 'reg_lambda': 0.00033511269635226387, 'reg_alpha': 0}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:21:58,749] Trial 17 finished with value: 0.8791272911934825 and parameters: {'learning_rate': 0.3684424699307073, 'n_estimators': 1300, 'max_depth': 14, 'max_bin': 136, 'num_leaves': 32, 'reg_lambda': 0.06886119237032579, 'reg_alpha': 2}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:22:18,521] Trial 18 finished with value: 0.8818973238077575 and parameters: {'learning_rate': 0.42958657455418753, 'n_estimators': 850, 'max_depth': 17, 'max_bin': 115, 'num_leaves': 41, 'reg_lambda': 1.3678424385451995, 'reg_alpha': 0}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:22:44,527] Trial 19 finished with value: 0.8778916472435394 and parameters: {'learning_rate': 0.5389392143909327, 'n_estimators': 1300, 'max_depth': 11, 'max_bin': 138, 'num_leaves': 140, 'reg_lambda': 0.06116466997191349, 'reg_alpha': 1}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:23:09,614] Trial 20 finished with value: 0.8341882267762518 and parameters: {'learning_rate': 0.5391988614743787, 'n_estimators': 1150, 'max_depth': 16, 'max_bin': 108, 'num_leaves': 69, 'reg_lambda': 0.0007017040960886529, 'reg_alpha': 0}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:23:39,192] Trial 21 finished with value: 0.8842544286362817 and parameters: {'learning_rate': 0.4390676587933779, 'n_estimators': 1350, 'max_depth': 21, 'max_bin': 129, 'num_leaves': 44, 'reg_lambda': 1.5857007110502572, 'reg_alpha': 0}. Best is trial 15 with value: 0.8847037967564864.
[I 2023-08-18 18:24:07,973] Trial 22 finished with value: 0.8854898799337185 and parameters: {'learning_rate': 0.3839448112345313, 'n_estimators': 1300, 'max_depth': 19, 'max_bin': 125, 'num_leaves': 44, 'reg_lambda': 1.7108575404759574, 'reg_alpha': 0}. Best is trial 22 with value: 0.8854898799337185.
[I 2023-08-18 18:24:40,284] Trial 23 finished with value: 0.8864552391021425 and parameters: {'learning_rate': 0.3743457262165442, 'n_estimators': 1400, 'max_depth': 22, 'max_bin': 142, 'num_leaves': 46, 'reg_lambda': 0.16520489306736577, 'reg_alpha': 0}. Best is trial 23 with value: 0.8864552391021425.
[I 2023-08-18 18:25:13,991] Trial 24 finished with value: 0.8873284527097189 and parameters: {'learning_rate': 0.2046679820314333, 'n_estimators': 1500, 'max_depth': 22, 'max_bin': 146, 'num_leaves': 50, 'reg_lambda': 0.041978449896482875, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:25:45,119] Trial 25 finished with value: 0.8852168064502749 and parameters: {'learning_rate': 0.19007924446417315, 'n_estimators': 1500, 'max_depth': 22, 'max_bin': 148, 'num_leaves': 70, 'reg_lambda': 0.053233601765657584, 'reg_alpha': 1}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:26:15,013] Trial 26 finished with value: 0.8853982784875353 and parameters: {'learning_rate': 0.35782709610531555, 'n_estimators': 1400, 'max_depth': 22, 'max_bin': 158, 'num_leaves': 47, 'reg_lambda': 0.1292142219349221, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:26:52,769] Trial 27 finished with value: 0.8562854299876346 and parameters: {'learning_rate': 0.012661164855250956, 'n_estimators': 1400, 'max_depth': 20, 'max_bin': 145, 'num_leaves': 69, 'reg_lambda': 0.14476993057617513, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:27:25,296] Trial 28 finished with value: 0.8852465699305195 and parameters: {'learning_rate': 0.2026726766139382, 'n_estimators': 1500, 'max_depth': 23, 'max_bin': 123, 'num_leaves': 49, 'reg_lambda': 0.0038309151342636447, 'reg_alpha': 1}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:27:51,300] Trial 29 finished with value: 0.8844590743686229 and parameters: {'learning_rate': 0.2883834069226509, 'n_estimators': 1250, 'max_depth': 19, 'max_bin': 153, 'num_leaves': 65, 'reg_lambda': 0.03214566766779902, 'reg_alpha': 1}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:28:03,263] Trial 30 finished with value: 0.8767887871700415 and parameters: {'learning_rate': 0.37952616754222257, 'n_estimators': 500, 'max_depth': 20, 'max_bin': 92, 'num_leaves': 50, 'reg_lambda': 0.22209133544942175, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:28:33,434] Trial 31 finished with value: 0.88498911132084 and parameters: {'learning_rate': 0.36444124755851914, 'n_estimators': 1450, 'max_depth': 22, 'max_bin': 159, 'num_leaves': 46, 'reg_lambda': 0.19403476900237374, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:28:58,224] Trial 32 finished with value: 0.8866104696734298 and parameters: {'learning_rate': 0.2062812381528317, 'n_estimators': 1200, 'max_depth': 22, 'max_bin': 143, 'num_leaves': 42, 'reg_lambda': 0.037627654699379794, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:29:23,717] Trial 33 finished with value: 0.8865437958055 and parameters: {'learning_rate': 0.21524998189398384, 'n_estimators': 1200, 'max_depth': 23, 'max_bin': 143, 'num_leaves': 61, 'reg_lambda': 0.0025623766949520897, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:29:48,243] Trial 34 finished with value: 0.8856259279290246 and parameters: {'learning_rate': 0.12221512156671914, 'n_estimators': 1150, 'max_depth': 23, 'max_bin': 144, 'num_leaves': 59, 'reg_lambda': 0.00300322601023412, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:30:07,542] Trial 35 finished with value: 0.8854247099371657 and parameters: {'learning_rate': 0.22422115641300897, 'n_estimators': 900, 'max_depth': 23, 'max_bin': 140, 'num_leaves': 92, 'reg_lambda': 0.0006531299433000002, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:30:33,963] Trial 36 finished with value: 0.8861626502918133 and parameters: {'learning_rate': 0.14027846256490417, 'n_estimators': 1200, 'max_depth': 21, 'max_bin': 153, 'num_leaves': 63, 'reg_lambda': 0.025931674748881202, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:30:47,646] Trial 37 finished with value: 0.8585644701487294 and parameters: {'learning_rate': 0.2392703016877462, 'n_estimators': 600, 'max_depth': 7, 'max_bin': 36, 'num_leaves': 74, 'reg_lambda': 0.003073271326073995, 'reg_alpha': 2}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:31:08,880] Trial 38 finished with value: 0.8843631181528095 and parameters: {'learning_rate': 0.281500729252675, 'n_estimators': 1000, 'max_depth': 24, 'max_bin': 132, 'num_leaves': 56, 'reg_lambda': 9.976134351769229e-05, 'reg_alpha': 1}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:31:31,722] Trial 39 finished with value: 0.8841718526584206 and parameters: {'learning_rate': 0.3050227631145126, 'n_estimators': 1100, 'max_depth': 11, 'max_bin': 143, 'num_leaves': 92, 'reg_lambda': 0.01003364926083571, 'reg_alpha': 1}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:31:57,143] Trial 40 finished with value: 0.8772684983209735 and parameters: {'learning_rate': 0.17337421524645816, 'n_estimators': 1250, 'max_depth': 9, 'max_bin': 64, 'num_leaves': 52, 'reg_lambda': 0.4504481464141942, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:32:21,859] Trial 41 finished with value: 0.8863659639338735 and parameters: {'learning_rate': 0.14242966325398465, 'n_estimators': 1200, 'max_depth': 21, 'max_bin': 153, 'num_leaves': 63, 'reg_lambda': 0.02080224269626468, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:32:42,657] Trial 42 finished with value: 0.8857548480526602 and parameters: {'learning_rate': 0.24567422232545505, 'n_estimators': 1000, 'max_depth': 22, 'max_bin': 151, 'num_leaves': 55, 'reg_lambda': 0.029368447669142844, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:33:07,839] Trial 43 finished with value: 0.8850690675721629 and parameters: {'learning_rate': 0.12526525525862314, 'n_estimators': 1200, 'max_depth': 23, 'max_bin': 154, 'num_leaves': 74, 'reg_lambda': 0.37965934240619836, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:33:32,181] Trial 44 finished with value: 0.8868537532639937 and parameters: {'learning_rate': 0.1793096332552489, 'n_estimators': 1100, 'max_depth': 21, 'max_bin': 159, 'num_leaves': 39, 'reg_lambda': 0.009404458633660904, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:33:55,577] Trial 45 finished with value: 0.8858450456726024 and parameters: {'learning_rate': 0.2518197206840295, 'n_estimators': 1100, 'max_depth': 24, 'max_bin': 146, 'num_leaves': 40, 'reg_lambda': 0.005746707451473867, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:34:15,227] Trial 46 finished with value: 0.8819953844053984 and parameters: {'learning_rate': 0.3231633871227949, 'n_estimators': 900, 'max_depth': 20, 'max_bin': 113, 'num_leaves': 124, 'reg_lambda': 0.0013011761806158632, 'reg_alpha': 0}. Best is trial 24 with value: 0.8873284527097189.
[I 2023-08-18 18:34:44,828] Trial 47 finished with value: 0.8879622070335655 and parameters: {'learning_rate': 0.19712735379629828, 'n_estimators': 1400, 'max_depth': 18, 'max_bin': 160, 'num_leaves': 38, 'reg_lambda': 0.009740742132820153, 'reg_alpha': 0}. Best is trial 47 with value: 0.8879622070335655.
[I 2023-08-18 18:35:08,156] Trial 48 finished with value: 0.8827110999233974 and parameters: {'learning_rate': 0.0970627289193374, 'n_estimators': 1050, 'max_depth': 18, 'max_bin': 160, 'num_leaves': 37, 'reg_lambda': 0.006726319858742147, 'reg_alpha': 0}. Best is trial 47 with value: 0.8879622070335655.
[I 2023-08-18 18:35:23,940] Trial 49 finished with value: 0.865205262646537 and parameters: {'learning_rate': 0.17497887292072792, 'n_estimators': 700, 'max_depth': 5, 'max_bin': 52, 'num_leaves': 32, 'reg_lambda': 0.0014477858275090043, 'reg_alpha': 0}. Best is trial 47 with value: 0.8879622070335655.
[I 2023-08-18 18:35:51,674] Trial 50 finished with value: 0.8805776966120755 and parameters: {'learning_rate': 0.0652501557243669, 'n_estimators': 1250, 'max_depth': 15, 'max_bin': 133, 'num_leaves': 40, 'reg_lambda': 0.00010962410787559904, 'reg_alpha': 0}. Best is trial 47 with value: 0.8879622070335655.
[I 2023-08-18 18:36:20,115] Trial 51 finished with value: 0.887290182656473 and parameters: {'learning_rate': 0.22292514834617844, 'n_estimators': 1400, 'max_depth': 22, 'max_bin': 141, 'num_leaves': 52, 'reg_lambda': 0.01336876926936198, 'reg_alpha': 0}. Best is trial 47 with value: 0.8879622070335655.
[I 2023-08-18 18:36:51,380] Trial 52 finished with value: 0.8866074615996811 and parameters: {'learning_rate': 0.20404061656934389, 'n_estimators': 1450, 'max_depth': 21, 'max_bin': 149, 'num_leaves': 52, 'reg_lambda': 0.01142302164287054, 'reg_alpha': 0}. Best is trial 47 with value: 0.8879622070335655.
[I 2023-08-18 18:37:21,108] Trial 53 finished with value: 0.8880500628163543 and parameters: {'learning_rate': 0.2638441894675526, 'n_estimators': 1450, 'max_depth': 21, 'max_bin': 150, 'num_leaves': 53, 'reg_lambda': 0.015460207433717269, 'reg_alpha': 0}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:37:50,862] Trial 54 finished with value: 0.8874390407611166 and parameters: {'learning_rate': 0.16811328125529984, 'n_estimators': 1450, 'max_depth': 18, 'max_bin': 156, 'num_leaves': 36, 'reg_lambda': 0.07619382112386114, 'reg_alpha': 0}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:38:20,374] Trial 55 finished with value: 0.8875036839504743 and parameters: {'learning_rate': 0.2592561065276694, 'n_estimators': 1400, 'max_depth': 17, 'max_bin': 156, 'num_leaves': 36, 'reg_lambda': 0.09396568695474643, 'reg_alpha': 0}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:38:50,722] Trial 56 finished with value: 0.8861051235594223 and parameters: {'learning_rate': 0.27029108773395927, 'n_estimators': 1400, 'max_depth': 17, 'max_bin': 155, 'num_leaves': 35, 'reg_lambda': 0.07994792013951288, 'reg_alpha': 0}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:39:22,383] Trial 57 finished with value: 0.8819511157663957 and parameters: {'learning_rate': 0.25939443462336415, 'n_estimators': 1500, 'max_depth': 13, 'max_bin': 150, 'num_leaves': 55, 'reg_lambda': 0.4597381702414908, 'reg_alpha': 2}. Best is trial 53 with value: 0.8880500628163543.
